Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
Demonstrates,"the booster half of a staged launch, on its own altimeter"
Stage,"booster"
Columns,"The column names below are the ones an Eggtimer Classic writes, so that Debrief reads this file without being told about it. No Eggtimer recorded anything here and no device of any kind did: see the Synthetic row above."

T,Alt,VRaw,VFilt
14.60,416.1,205.1,205.1
14.65,426.2,203.4,203.4
14.70,436.3,201.8,201.8
14.75,446.3,200.2,200.2
14.80,456.3,198.6,198.6
14.85,466.1,197.0,197.0
14.90,475.9,195.4,195.4
14.95,485.6,193.8,193.8
15.00,495.2,192.2,192.2
15.05,504.7,190.6,190.6
15.10,514.2,189.0,189.0
15.15,523.5,187.4,187.4
15.20,532.8,185.8,185.8
15.25,542.0,184.2,184.2
15.30,551.1,182.5,182.5
15.35,560.2,180.9,180.9
15.40,569.2,179.3,179.3
15.45,578.1,177.7,177.7
15.50,586.9,176.1,176.1
15.55,595.6,174.5,174.5
15.60,604.2,172.9,172.9
15.65,612.8,171.3,171.3
15.70,621.3,169.7,169.7
15.75,629.7,168.1,168.1
15.80,638.0,166.4,166.4
15.85,646.3,164.8,164.8
15.90,654.4,163.2,163.2
15.95,662.5,161.6,161.6
16.00,670.5,160.0,160.0
16.05,678.4,158.4,158.4
16.10,686.3,156.8,156.8
16.15,694.0,155.2,155.2
16.20,701.7,153.6,153.6
16.25,709.3,152.0,152.0
16.30,716.8,150.4,150.4
16.35,724.2,148.8,148.8
16.40,731.6,147.1,147.1
16.45,738.9,145.5,145.5
16.50,746.1,143.9,143.9
16.55,753.2,142.3,142.3
16.60,760.2,140.7,140.7
16.65,767.2,139.1,139.1
16.70,774.0,137.5,137.5
16.75,780.8,135.9,135.9
16.80,787.6,134.3,134.3
16.85,794.2,132.7,132.7
16.90,800.8,131.1,131.1
16.95,807.2,129.5,129.5
17.00,813.6,127.9,127.9
17.05,819.9,126.2,126.2
17.10,826.1,124.6,124.6
17.15,832.3,123.0,123.0
17.20,838.4,121.4,121.4
17.25,844.4,119.8,119.8
17.30,850.3,118.2,118.2
17.35,856.1,116.6,116.6
17.40,861.9,115.0,115.0
17.45,867.5,113.4,113.4
17.50,873.1,111.7,111.7
17.55,878.6,110.1,110.1
17.60,884.1,108.5,108.5
17.65,889.4,106.9,106.9
17.70,894.7,105.3,105.3
17.75,899.8,103.7,103.7
17.80,905.0,102.1,102.1
17.85,910.0,100.5,100.5
17.90,914.9,98.9,98.9
17.95,919.8,97.3,97.3
18.00,924.6,95.7,95.7
18.05,929.3,94.1,94.1
18.10,933.9,92.5,92.5
18.15,938.5,90.8,90.8
18.20,942.9,89.2,89.2
18.25,947.3,87.6,87.6
18.30,951.6,86.0,86.0
18.35,955.8,84.4,84.4
18.40,959.9,82.8,82.8
18.45,964.0,81.2,81.2
18.50,968.0,79.6,79.6
18.55,971.9,78.0,78.0
18.60,975.7,76.4,76.4
18.65,979.4,74.8,74.8
18.70,983.1,73.2,73.2
18.75,986.7,71.6,71.6
18.80,990.2,69.9,69.9
18.85,993.6,68.3,68.3
18.90,996.9,66.7,66.7
18.95,1000.2,65.1,65.1
19.00,1003.3,63.5,63.5
19.05,1006.4,61.9,61.9
19.10,1009.4,60.3,60.3
19.15,1012.4,58.7,58.7
19.20,1015.3,57.1,57.1
19.25,1018.0,55.4,55.4
19.30,1020.7,53.8,53.8
19.35,1023.3,52.2,52.2
19.40,1025.9,50.6,50.6
19.45,1028.3,49.0,49.0
19.50,1030.7,47.4,47.4
19.55,1033.0,45.8,45.8
19.60,1035.2,44.2,44.2
19.65,1037.3,42.6,42.6
19.70,1039.3,41.0,41.0
19.75,1041.3,39.4,39.4
19.80,1043.2,37.8,37.8
19.85,1045.0,36.2,36.2
19.90,1046.8,34.5,34.5
19.95,1048.4,32.9,32.9
20.00,1050.0,31.3,31.3
20.05,1051.4,29.7,29.7
20.10,1052.9,28.1,28.1
20.15,1054.2,26.5,26.5
20.20,1055.4,24.9,24.9
20.25,1056.6,23.3,23.3
20.30,1057.7,21.7,21.7
20.35,1058.7,20.0,20.0
20.40,1059.6,18.4,18.4
20.45,1060.4,16.8,16.8
20.50,1061.2,15.2,15.2
20.55,1061.9,13.6,13.6
20.60,1062.5,12.0,12.0
20.65,1063.0,10.4,10.4
20.70,1063.4,8.8,8.8
20.75,1063.8,7.2,7.2
20.80,1064.1,5.6,5.6
20.85,1064.3,4.0,4.0
20.90,1064.4,2.4,2.4
20.95,1064.4,0.8,0.8
21.05,1061.4,-59.1,-59.1
21.10,1058.5,-59.1,-59.1
21.15,1055.5,-59.1,-59.1
21.20,1052.6,-59.1,-59.1
21.25,1049.6,-59.1,-59.1
21.30,1046.7,-59.1,-59.1
21.35,1043.7,-59.1,-59.1
21.40,1040.7,-59.1,-59.1
21.45,1037.8,-59.1,-59.1
21.50,1034.8,-59.1,-59.1
21.55,1031.9,-59.1,-59.1
21.60,1028.9,-59.1,-59.1
21.65,1026.0,-59.1,-59.1
21.70,1023.0,-59.1,-59.1
21.75,1020.1,-59.1,-59.1
21.80,1017.1,-59.1,-59.1
21.85,1014.2,-59.1,-59.1
21.90,1011.2,-59.1,-59.1
21.95,1008.3,-59.1,-59.1
22.00,1005.3,-59.1,-59.1
22.05,1002.4,-59.1,-59.1
22.10,999.4,-59.1,-59.1
22.15,996.5,-59.1,-59.1
22.20,993.5,-59.1,-59.1
22.25,990.6,-59.1,-59.1
22.30,987.6,-59.1,-59.1
22.35,984.6,-59.1,-59.1
22.40,981.7,-59.1,-59.1
22.45,978.7,-59.1,-59.1
22.50,975.8,-59.1,-59.1
22.55,972.8,-59.1,-59.1
22.60,969.9,-59.1,-59.1
22.65,966.9,-59.1,-59.1
22.70,964.0,-59.1,-59.1
22.75,961.0,-59.1,-59.1
22.80,958.1,-59.1,-59.1
22.85,955.1,-59.1,-59.1
22.90,952.2,-59.1,-59.1
22.95,949.2,-59.1,-59.1
23.00,946.3,-59.1,-59.1
23.05,943.3,-59.1,-59.1
23.10,940.4,-59.1,-59.1
23.15,937.4,-59.1,-59.1
23.20,934.4,-59.1,-59.1
23.25,931.5,-59.1,-59.1
23.30,928.5,-59.1,-59.1
23.35,925.6,-59.1,-59.1
23.40,922.6,-59.1,-59.1
23.45,919.7,-59.1,-59.1
23.50,916.7,-59.1,-59.1
23.55,913.8,-59.1,-59.1
23.60,910.8,-59.1,-59.1
23.65,907.9,-59.1,-59.1
23.70,904.9,-59.1,-59.1
23.75,902.0,-59.1,-59.1
23.80,899.0,-59.1,-59.1
23.85,896.1,-59.1,-59.1
23.90,893.1,-59.1,-59.1
23.95,890.2,-59.1,-59.1
24.00,887.2,-59.1,-59.1
24.05,884.3,-59.1,-59.1
24.10,881.3,-59.1,-59.1
24.15,878.3,-59.1,-59.1
24.20,875.4,-59.1,-59.1
24.25,872.4,-59.1,-59.1
24.30,869.5,-59.1,-59.1
24.35,866.5,-59.1,-59.1
24.40,863.6,-59.1,-59.1
24.45,860.6,-59.1,-59.1
24.50,857.7,-59.1,-59.1
24.55,854.7,-59.1,-59.1
24.60,851.8,-59.1,-59.1
24.65,848.8,-59.1,-59.1
24.70,845.9,-59.1,-59.1
24.75,842.9,-59.1,-59.1
24.80,840.0,-59.1,-59.1
24.85,837.0,-59.1,-59.1
24.90,834.1,-59.1,-59.1
24.95,831.1,-59.1,-59.1
25.00,828.1,-59.1,-59.1
25.05,825.2,-59.1,-59.1
25.10,822.2,-59.1,-59.1
25.15,819.3,-59.1,-59.1
25.20,816.3,-59.1,-59.1
25.25,813.4,-59.1,-59.1
25.30,810.4,-59.1,-59.1
25.35,807.5,-59.1,-59.1
25.40,804.5,-59.1,-59.1
25.45,801.6,-59.1,-59.1
25.50,798.6,-59.1,-59.1
25.55,795.7,-59.1,-59.1
25.60,792.7,-59.1,-59.1
25.65,789.8,-59.1,-59.1
25.70,786.8,-59.1,-59.1
25.75,783.9,-59.1,-59.1
25.80,780.9,-59.1,-59.1
25.85,778.0,-59.1,-59.1
25.90,775.0,-59.1,-59.1
25.95,772.0,-59.1,-59.1
26.00,769.1,-59.1,-59.1
26.05,766.1,-59.1,-59.1
26.10,763.2,-59.1,-59.1
26.15,760.2,-59.1,-59.1
26.20,757.3,-59.1,-59.1
26.25,754.3,-59.1,-59.1
26.30,751.4,-59.1,-59.1
26.35,748.4,-59.1,-59.1
26.40,745.5,-59.1,-59.1
26.45,742.5,-59.1,-59.1
26.50,739.6,-59.1,-59.1
26.55,736.6,-59.1,-59.1
26.60,733.7,-59.1,-59.1
26.65,730.7,-59.1,-59.1
26.70,727.8,-59.1,-59.1
26.75,724.8,-59.1,-59.1
26.80,721.9,-59.1,-59.1
26.85,718.9,-59.1,-59.1
26.90,715.9,-59.1,-59.1
26.95,713.0,-59.1,-59.1
27.00,710.0,-59.1,-59.1
27.05,707.1,-59.1,-59.1
27.10,704.1,-59.1,-59.1
27.15,701.2,-59.1,-59.1
27.20,698.2,-59.1,-59.1
27.25,695.3,-59.1,-59.1
27.30,692.3,-59.1,-59.1
27.35,689.4,-59.1,-59.1
27.40,686.4,-59.1,-59.1
27.45,683.5,-59.1,-59.1
27.50,680.5,-59.1,-59.1
27.55,677.6,-59.1,-59.1
27.60,674.6,-59.1,-59.1
27.65,671.7,-59.1,-59.1
27.70,668.7,-59.1,-59.1
27.75,665.7,-59.1,-59.1
27.80,662.8,-59.1,-59.1
27.85,659.8,-59.1,-59.1
27.90,656.9,-59.1,-59.1
27.95,653.9,-59.1,-59.1
28.00,651.0,-59.1,-59.1
28.05,648.0,-59.1,-59.1
28.10,645.1,-59.1,-59.1
28.15,642.1,-59.1,-59.1
28.20,639.2,-59.1,-59.1
28.25,636.2,-59.1,-59.1
28.30,633.3,-59.1,-59.1
28.35,630.3,-59.1,-59.1
28.40,627.4,-59.1,-59.1
28.45,624.4,-59.1,-59.1
28.50,621.5,-59.1,-59.1
28.55,618.5,-59.1,-59.1
28.60,615.6,-59.1,-59.1
28.65,612.6,-59.1,-59.1
28.70,609.6,-59.1,-59.1
28.75,606.7,-59.1,-59.1
28.80,603.7,-59.1,-59.1
28.85,600.8,-59.1,-59.1
28.90,597.8,-59.1,-59.1
28.95,594.9,-59.1,-59.1
29.00,591.9,-59.1,-59.1
29.05,589.0,-59.1,-59.1
29.10,586.0,-59.1,-59.1
29.15,583.1,-59.1,-59.1
29.20,580.1,-59.1,-59.1
29.25,577.2,-59.1,-59.1
29.30,574.2,-59.1,-59.1
29.35,571.3,-59.1,-59.1
29.40,568.3,-59.1,-59.1
29.45,565.4,-59.1,-59.1
29.50,562.4,-59.1,-59.1
29.55,559.4,-59.1,-59.1
29.60,556.5,-59.1,-59.1
29.65,553.5,-59.1,-59.1
29.70,550.6,-59.1,-59.1
29.75,547.6,-59.1,-59.1
29.80,544.7,-59.1,-59.1
29.85,541.7,-59.1,-59.1
29.90,538.8,-59.1,-59.1
29.95,535.8,-59.1,-59.1
30.00,532.9,-59.1,-59.1
30.05,529.9,-59.1,-59.1
30.10,527.0,-59.1,-59.1
30.15,524.0,-59.1,-59.1
30.20,521.1,-59.1,-59.1
30.25,518.1,-59.1,-59.1
30.30,515.2,-59.1,-59.1
30.35,512.2,-59.1,-59.1
30.40,509.3,-59.1,-59.1
30.45,506.3,-59.1,-59.1
30.50,503.3,-59.1,-59.1
30.55,500.4,-59.1,-59.1
30.60,497.4,-59.1,-59.1
30.65,494.5,-59.1,-59.1
30.70,491.5,-59.1,-59.1
30.75,488.6,-59.1,-59.1
30.80,485.6,-59.1,-59.1
30.85,482.7,-59.1,-59.1
30.90,479.7,-59.1,-59.1
30.95,476.8,-59.1,-59.1
31.00,473.8,-59.1,-59.1
31.05,470.9,-59.1,-59.1
31.10,467.9,-59.1,-59.1
31.15,465.0,-59.1,-59.1
31.20,462.0,-59.1,-59.1
31.25,459.1,-59.1,-59.1
31.30,456.1,-59.1,-59.1
31.35,453.1,-59.1,-59.1
31.40,450.2,-59.1,-59.1
31.45,447.2,-59.1,-59.1
31.50,444.3,-59.1,-59.1
31.55,441.3,-59.1,-59.1
31.60,438.4,-59.1,-59.1
31.65,435.4,-59.1,-59.1
31.70,432.5,-59.1,-59.1
31.75,429.5,-59.1,-59.1
31.80,426.6,-59.1,-59.1
31.85,423.6,-59.1,-59.1
31.90,420.7,-59.1,-59.1
31.95,417.7,-59.1,-59.1
32.00,414.8,-59.1,-59.1
32.05,411.8,-59.1,-59.1
32.10,408.9,-59.1,-59.1
32.15,405.9,-59.1,-59.1
32.20,403.0,-59.1,-59.1
32.25,400.0,-59.1,-59.1
32.30,397.0,-59.1,-59.1
32.35,394.1,-59.1,-59.1
32.40,391.1,-59.1,-59.1
32.45,388.2,-59.1,-59.1
32.50,385.2,-59.1,-59.1
32.55,382.3,-59.1,-59.1
32.60,379.3,-59.1,-59.1
32.65,376.4,-59.1,-59.1
32.70,373.4,-59.1,-59.1
32.75,370.5,-59.1,-59.1
32.80,367.5,-59.1,-59.1
32.85,364.6,-59.1,-59.1
32.90,361.6,-59.1,-59.1
32.95,358.7,-59.1,-59.1
33.00,355.7,-59.1,-59.1
33.05,352.8,-59.1,-59.1
33.10,349.8,-59.1,-59.1
33.15,346.9,-59.1,-59.1
33.20,343.9,-59.1,-59.1
33.25,340.9,-59.1,-59.1
33.30,338.0,-59.1,-59.1
33.35,335.0,-59.1,-59.1
33.40,332.1,-59.1,-59.1
33.45,329.1,-59.1,-59.1
33.50,326.2,-59.1,-59.1
33.55,323.2,-59.1,-59.1
33.60,320.3,-59.1,-59.1
33.65,317.3,-59.1,-59.1
33.70,314.4,-59.1,-59.1
33.75,311.4,-59.1,-59.1
33.80,308.5,-59.1,-59.1
33.85,305.5,-59.1,-59.1
33.90,302.6,-59.1,-59.1
33.95,299.6,-59.1,-59.1
34.00,296.7,-59.1,-59.1
34.05,293.7,-59.1,-59.1
34.10,290.7,-59.1,-59.1
34.15,287.8,-59.1,-59.1
34.20,284.8,-59.1,-59.1
34.25,281.9,-59.1,-59.1
34.30,278.9,-59.1,-59.1
34.35,276.0,-59.1,-59.1
34.40,273.0,-59.1,-59.1
34.45,270.1,-59.1,-59.1
34.50,267.1,-59.1,-59.1
34.55,264.2,-59.1,-59.1
34.60,261.2,-59.1,-59.1
34.65,258.3,-59.1,-59.1
34.70,255.3,-59.1,-59.1
34.75,252.4,-59.1,-59.1
34.80,249.4,-59.1,-59.1
34.85,246.5,-59.1,-59.1
34.90,243.5,-59.1,-59.1
34.95,240.6,-59.1,-59.1
35.00,237.6,-59.1,-59.1
35.05,234.6,-59.1,-59.1
35.10,231.7,-59.1,-59.1
35.15,228.7,-59.1,-59.1
35.20,225.8,-59.1,-59.1
35.25,222.8,-59.1,-59.1
35.30,219.9,-59.1,-59.1
35.35,216.9,-59.1,-59.1
35.40,214.0,-59.1,-59.1
35.45,211.0,-59.1,-59.1
35.50,208.1,-59.1,-59.1
35.55,205.1,-59.1,-59.1
35.60,202.2,-59.1,-59.1
35.65,199.2,-59.1,-59.1
35.70,196.3,-59.1,-59.1
35.75,193.3,-59.1,-59.1
35.80,190.4,-59.1,-59.1
35.85,187.4,-59.1,-59.1
35.90,184.4,-59.1,-59.1
35.95,181.5,-59.1,-59.1
36.00,178.5,-59.1,-59.1
36.05,175.6,-59.1,-59.1
36.10,172.6,-59.1,-59.1
36.15,169.7,-59.1,-59.1
36.20,166.7,-59.1,-59.1
36.25,163.8,-59.1,-59.1
36.30,160.8,-59.1,-59.1
36.35,157.9,-59.1,-59.1
36.40,154.9,-59.1,-59.1
36.45,152.0,-59.1,-59.1
36.50,149.0,-59.1,-59.1
36.55,146.1,-59.1,-59.1
36.60,143.1,-59.1,-59.1
36.65,140.2,-59.1,-59.1
36.70,137.2,-59.1,-59.1
36.75,134.3,-59.1,-59.1
36.80,131.3,-59.1,-59.1
36.85,128.3,-59.1,-59.1
36.90,125.4,-59.1,-59.1
36.95,122.4,-59.1,-59.1
37.00,119.5,-59.1,-59.1
37.05,116.5,-59.1,-59.1
37.10,113.6,-59.1,-59.1
37.15,110.6,-59.1,-59.1
37.20,107.7,-59.1,-59.1
37.25,104.7,-59.1,-59.1
37.30,101.8,-59.1,-59.1
37.35,98.8,-59.1,-59.1
37.40,95.9,-59.1,-59.1
37.45,92.9,-59.1,-59.1
37.50,90.0,-59.1,-59.1
37.55,87.0,-59.1,-59.1
37.60,84.1,-59.1,-59.1
37.65,81.1,-59.1,-59.1
37.70,78.1,-59.1,-59.1
37.75,75.2,-59.1,-59.1
37.80,72.2,-59.1,-59.1
37.85,69.3,-59.1,-59.1
37.90,66.3,-59.1,-59.1
37.95,63.4,-59.1,-59.1
38.00,60.4,-59.1,-59.1
38.05,57.5,-59.1,-59.1
38.10,54.5,-59.1,-59.1
38.15,51.6,-59.1,-59.1
38.20,48.6,-59.1,-59.1
38.25,45.7,-59.1,-59.1
38.30,42.7,-59.1,-59.1
38.35,39.8,-59.1,-59.1
38.40,36.8,-59.1,-59.1
38.45,33.9,-59.1,-59.1
38.50,30.9,-59.1,-59.1
38.55,28.0,-59.1,-59.1
38.60,25.0,-59.1,-59.1
38.65,22.0,-59.1,-59.1
38.70,19.1,-59.1,-59.1
38.75,16.1,-59.1,-59.1
38.80,13.2,-59.1,-59.1
38.85,10.2,-59.1,-59.1
38.90,7.3,-59.1,-59.1
38.95,4.3,-59.1,-59.1
39.00,1.4,-59.1,-59.1
39.05,0.0,-59.1,-59.1
