Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
Demonstrates,"A tracker whose fix kept changing"
Columns,"The column names below are the ones a Featherweight GPS tracker writes, so that Debrief reads this file without being told about it. No tracker recorded anything here and no receiver of any kind did: see the Synthetic row above."

UTCTIME,UNIXTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT
Nov 14 2023 22:13:56.000 UTC,1700000036.000,5259,40.0000000,0.0021812,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:13:57.000 UTC,1700000037.000,5235,40.0000000,0.0022515,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:13:58.000 UTC,1700000038.000,5210,40.0000000,0.0023219,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:13:59.000 UTC,1700000039.000,5186,40.0000000,0.0023922,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:00.000 UTC,1700000040.000,5161,40.0000000,0.0024626,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:01.000 UTC,1700000041.000,5136,40.0000000,0.0025329,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:02.000 UTC,1700000042.000,5112,40.0000000,0.0026033,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:03.000 UTC,1700000043.000,5087,40.0000000,0.0026737,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:04.000 UTC,1700000044.000,5062,40.0000000,0.0027440,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:05.000 UTC,1700000045.000,5038,40.0000000,0.0028144,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:06.000 UTC,1700000046.000,5013,40.0000000,0.0028847,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:07.000 UTC,1700000047.000,4989,40.0000000,0.0029551,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:08.000 UTC,1700000048.000,4964,40.0000000,0.0030255,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:09.000 UTC,1700000049.000,4939,40.0000000,0.0030958,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:10.000 UTC,1700000050.000,4915,40.0000000,0.0031662,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:11.000 UTC,1700000051.000,4890,40.0000000,0.0032365,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:12.000 UTC,1700000052.000,4866,40.0000000,0.0033069,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:13.000 UTC,1700000053.000,4841,40.0000000,0.0033773,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:14.000 UTC,1700000054.000,4816,40.0000000,0.0034476,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:15.000 UTC,1700000055.000,4792,40.0000000,0.0035180,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:16.000 UTC,1700000056.000,4767,40.0000000,0.0035883,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:17.000 UTC,1700000057.000,4743,40.0000000,0.0036587,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:18.000 UTC,1700000058.000,4718,40.0000000,0.0037291,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:19.000 UTC,1700000059.000,4693,40.0000000,0.0037994,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:20.000 UTC,1700000060.000,4669,40.0000000,0.0038698,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:21.000 UTC,1700000061.000,4644,40.0000000,0.0039401,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:22.000 UTC,1700000062.000,4620,40.0000000,0.0040105,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:23.000 UTC,1700000063.000,4595,40.0000000,0.0040809,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:24.000 UTC,1700000064.000,4570,40.0000000,0.0041512,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:25.000 UTC,1700000065.000,4546,40.0000000,0.0042216,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:26.000 UTC,1700000066.000,4521,40.0000000,0.0042919,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:27.000 UTC,1700000067.000,4497,40.0000000,0.0043623,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:28.000 UTC,1700000068.000,4472,40.0000000,0.0044327,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:29.000 UTC,1700000069.000,4447,40.0000000,0.0045030,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:30.000 UTC,1700000070.000,4423,40.0000000,0.0045734,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:31.000 UTC,1700000071.000,4398,40.0000000,0.0046437,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:32.000 UTC,1700000072.000,4374,40.0000000,0.0047141,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:33.000 UTC,1700000073.000,4349,40.0000000,0.0047845,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:34.000 UTC,1700000074.000,4324,40.0000000,0.0048548,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:35.000 UTC,1700000075.000,4300,40.0000000,0.0049252,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:36.000 UTC,1700000076.000,4275,40.0000000,0.0049955,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:37.000 UTC,1700000077.000,4250,40.0000000,0.0050659,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:38.000 UTC,1700000078.000,4226,40.0000000,0.0051363,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:39.000 UTC,1700000079.000,4201,40.0000000,0.0052066,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:40.000 UTC,1700000080.000,4177,40.0000000,0.0052770,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:41.000 UTC,1700000081.000,4152,40.0000000,0.0053473,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:42.000 UTC,1700000082.000,4127,40.0000000,0.0054177,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:43.000 UTC,1700000083.000,4103,40.0000000,0.0054881,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:44.000 UTC,1700000084.000,4078,40.0000000,0.0055584,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:14:45.000 UTC,1700000085.000,4054,40.0000000,0.0056288,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:46.000 UTC,1700000086.000,4029,40.0000000,0.0056991,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:47.000 UTC,1700000087.000,4004,40.0000000,0.0057695,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:48.000 UTC,1700000088.000,3980,40.0000000,0.0058399,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:49.000 UTC,1700000089.000,3955,40.0000000,0.0059102,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:50.000 UTC,1700000090.000,3931,40.0000000,0.0059806,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:51.000 UTC,1700000091.000,3906,40.0000000,0.0060509,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:52.000 UTC,1700000092.000,3881,40.0000000,0.0061213,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:53.000 UTC,1700000093.000,3857,40.0000000,0.0061917,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:54.000 UTC,1700000094.000,3832,40.0000000,0.0062620,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:55.000 UTC,1700000095.000,3808,40.0000000,0.0063324,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:56.000 UTC,1700000096.000,3783,40.0000000,0.0064027,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:57.000 UTC,1700000097.000,3758,40.0000000,0.0064731,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:58.000 UTC,1700000098.000,3734,40.0000000,0.0065435,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:14:59.000 UTC,1700000099.000,3709,40.0000000,0.0066138,3,2,0,-24.6,90,0x03,0,1,1,180,4.010
Nov 14 2023 22:15:00.000 UTC,1700000100.000,3685,40.0000000,0.0066842,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:01.000 UTC,1700000101.000,3660,40.0000000,0.0067545,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:02.000 UTC,1700000102.000,3635,40.0000000,0.0068249,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:03.000 UTC,1700000103.000,3611,40.0000000,0.0068953,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:04.000 UTC,1700000104.000,3586,40.0000000,0.0069656,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:05.000 UTC,1700000105.000,3562,40.0000000,0.0070360,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:06.000 UTC,1700000106.000,3537,40.0000000,0.0071063,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:07.000 UTC,1700000107.000,3512,40.0000000,0.0071767,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:08.000 UTC,1700000108.000,3488,40.0000000,0.0072471,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:09.000 UTC,1700000109.000,3463,40.0000000,0.0073174,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:10.000 UTC,1700000110.000,3438,40.0000000,0.0073878,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:11.000 UTC,1700000111.000,3414,40.0000000,0.0074581,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:12.000 UTC,1700000112.000,3389,40.0000000,0.0075285,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:13.000 UTC,1700000113.000,3365,40.0000000,0.0075988,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:14.000 UTC,1700000114.000,3340,40.0000000,0.0076692,0,0,0,-24.6,90,0x03,0,0,0,180,4.010
Nov 14 2023 22:15:15.000 UTC,1700000115.000,3315,40.0000000,0.0077396,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:16.000 UTC,1700000116.000,3291,40.0000000,0.0078099,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:17.000 UTC,1700000117.000,3266,40.0000000,0.0078803,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:18.000 UTC,1700000118.000,3242,40.0000000,0.0079506,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:19.000 UTC,1700000119.000,3217,40.0000000,0.0080210,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:20.000 UTC,1700000120.000,3192,40.0000000,0.0080914,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:21.000 UTC,1700000121.000,3168,40.0000000,0.0081617,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:22.000 UTC,1700000122.000,3143,40.0000000,0.0082321,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:23.000 UTC,1700000123.000,3119,40.0000000,0.0083024,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:24.000 UTC,1700000124.000,3094,40.0000000,0.0083728,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:25.000 UTC,1700000125.000,3069,40.0000000,0.0084432,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:26.000 UTC,1700000126.000,3045,40.0000000,0.0085135,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:27.000 UTC,1700000127.000,3020,40.0000000,0.0085839,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:28.000 UTC,1700000128.000,2996,40.0000000,0.0086542,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:29.000 UTC,1700000129.000,2971,40.0000000,0.0087246,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:30.000 UTC,1700000130.000,2946,40.0000000,0.0087950,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:31.000 UTC,1700000131.000,2922,40.0000000,0.0088653,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:32.000 UTC,1700000132.000,2897,40.0000000,0.0089357,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:33.000 UTC,1700000133.000,2873,40.0000000,0.0090060,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:34.000 UTC,1700000134.000,2848,40.0000000,0.0090764,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:35.000 UTC,1700000135.000,2823,40.0000000,0.0091468,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:36.000 UTC,1700000136.000,2799,40.0000000,0.0092171,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:37.000 UTC,1700000137.000,2774,40.0000000,0.0092875,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:38.000 UTC,1700000138.000,2750,40.0000000,0.0093578,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:39.000 UTC,1700000139.000,2725,40.0000000,0.0094282,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:40.000 UTC,1700000140.000,2700,40.0000000,0.0094986,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:41.000 UTC,1700000141.000,2676,40.0000000,0.0095689,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:42.000 UTC,1700000142.000,2651,40.0000000,0.0096393,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:43.000 UTC,1700000143.000,2626,40.0000000,0.0097096,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:44.000 UTC,1700000144.000,2602,40.0000000,0.0097800,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:45.000 UTC,1700000145.000,2577,40.0000000,0.0098504,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:46.000 UTC,1700000146.000,2553,40.0000000,0.0099207,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:47.000 UTC,1700000147.000,2528,40.0000000,0.0099911,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:48.000 UTC,1700000148.000,2503,40.0000000,0.0100614,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:49.000 UTC,1700000149.000,2479,40.0000000,0.0101318,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:50.000 UTC,1700000150.000,2454,40.0000000,0.0102022,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:51.000 UTC,1700000151.000,2430,40.0000000,0.0102725,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:52.000 UTC,1700000152.000,2405,40.0000000,0.0103429,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:53.000 UTC,1700000153.000,2380,40.0000000,0.0104132,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:54.000 UTC,1700000154.000,2356,40.0000000,0.0104836,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:55.000 UTC,1700000155.000,2331,40.0000000,0.0105540,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:56.000 UTC,1700000156.000,2307,40.0000000,0.0106243,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:57.000 UTC,1700000157.000,2282,40.0000000,0.0106947,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:58.000 UTC,1700000158.000,2257,40.0000000,0.0107650,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:15:59.000 UTC,1700000159.000,2233,40.0000000,0.0108354,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:00.000 UTC,1700000160.000,2208,40.0000000,0.0109058,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:01.000 UTC,1700000161.000,2184,40.0000000,0.0109761,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:02.000 UTC,1700000162.000,2159,40.0000000,0.0110465,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:03.000 UTC,1700000163.000,2134,40.0000000,0.0111168,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:04.000 UTC,1700000164.000,2110,40.0000000,0.0111872,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:05.000 UTC,1700000165.000,2085,40.0000000,0.0112576,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:06.000 UTC,1700000166.000,2061,40.0000000,0.0113279,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:07.000 UTC,1700000167.000,2036,40.0000000,0.0113983,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:08.000 UTC,1700000168.000,2011,40.0000000,0.0114686,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:09.000 UTC,1700000169.000,1987,40.0000000,0.0115390,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:10.000 UTC,1700000170.000,1962,40.0000000,0.0116094,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:11.000 UTC,1700000171.000,1937,40.0000000,0.0116797,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:12.000 UTC,1700000172.000,1913,40.0000000,0.0117501,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:13.000 UTC,1700000173.000,1888,40.0000000,0.0118204,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:14.000 UTC,1700000174.000,1864,40.0000000,0.0118908,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:15.000 UTC,1700000175.000,1839,40.0000000,0.0119612,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:16.000 UTC,1700000176.000,1814,40.0000000,0.0120315,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:17.000 UTC,1700000177.000,1790,40.0000000,0.0121019,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:18.000 UTC,1700000178.000,1765,40.0000000,0.0121722,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:19.000 UTC,1700000179.000,1741,40.0000000,0.0122426,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:20.000 UTC,1700000180.000,1716,40.0000000,0.0123130,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:21.000 UTC,1700000181.000,1691,40.0000000,0.0123833,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:22.000 UTC,1700000182.000,1667,40.0000000,0.0124537,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:23.000 UTC,1700000183.000,1642,40.0000000,0.0125240,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:24.000 UTC,1700000184.000,1618,40.0000000,0.0125944,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:25.000 UTC,1700000185.000,1593,40.0000000,0.0126647,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:26.000 UTC,1700000186.000,1568,40.0000000,0.0127351,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:27.000 UTC,1700000187.000,1544,40.0000000,0.0128055,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
