# Altus Metrum flight log
# product TeleMetrum
# serial 2718
# flight 14
# call N0CALL
version,serial,flight,call,time,clock,rssi,lqi,state,state_name,acceleration,pressure,altitude,height,accel_speed,baro_speed,temperature,battery_voltage,drogue_voltage,main_voltage
5,2718,14,N0CALL,-1.72,28,-78,60,1,pad,0.21,983.105,254.0,0.0,0.03,15.46,16.1,7.41,0.0,0.0
5,2718,14,N0CALL,-1.70,30,-78,60,1,pad,-0.03,983.103,254.0,0.1,0.00,0.95,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-1.68,32,-78,60,1,pad,0.27,983.112,254.0,-0.0,-0.09,-3.96,16.0,7.43,0.0,0.0
5,2718,14,N0CALL,-1.66,34,-78,60,1,pad,-0.29,983.095,254.0,0.1,0.04,7.29,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-1.64,36,-78,60,1,pad,0.11,983.068,254.0,0.4,-0.07,11.71,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,-1.62,38,-78,60,1,pad,-0.19,983.112,254.0,-0.0,0.02,-18.71,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,-1.60,40,-78,60,1,pad,0.12,983.101,254.0,0.1,-0.12,4.76,16.2,7.41,0.0,0.0
5,2718,14,N0CALL,-1.58,42,-78,60,1,pad,-0.03,983.147,254.0,-0.3,0.09,-19.74,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,-1.56,44,-78,60,1,pad,0.18,983.148,254.0,-0.3,-0.03,-0.51,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,-1.54,46,-78,60,1,pad,0.13,983.136,254.0,-0.2,0.10,5.27,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,-1.52,48,-78,60,1,pad,0.22,983.098,254.0,0.1,-0.06,16.14,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-1.50,50,-78,60,1,pad,0.09,983.107,254.0,0.0,0.06,-3.79,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-1.48,52,-78,60,1,pad,0.25,983.089,254.0,0.2,0.05,7.64,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,-1.46,54,-78,60,1,pad,0.11,983.151,254.0,-0.3,-0.02,-26.56,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,-1.44,56,-78,60,1,pad,-0.07,983.131,254.0,-0.2,-0.08,8.55,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,-1.42,58,-78,60,1,pad,0.28,983.105,254.0,0.1,0.06,11.26,16.0,7.43,0.0,0.0
5,2718,14,N0CALL,-1.40,60,-78,60,1,pad,-0.11,983.069,254.0,0.4,-0.01,15.41,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,-1.38,62,-78,60,1,pad,-0.09,983.056,254.0,0.5,-0.15,5.23,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-1.36,64,-78,60,1,pad,-0.22,983.167,254.0,-0.5,-0.11,-47.42,15.8,7.43,0.0,0.0
5,2718,14,N0CALL,-1.34,66,-78,60,1,pad,0.12,983.081,254.0,0.3,-0.04,36.81,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,-1.32,68,-78,60,1,pad,-0.11,983.051,254.0,0.5,-0.12,12.87,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,-1.30,70,-78,60,1,pad,-0.16,983.043,254.0,0.6,-0.08,3.51,16.0,7.43,0.0,0.0
5,2718,14,N0CALL,-1.28,72,-78,60,1,pad,0.14,983.145,254.0,-0.3,-0.06,-43.79,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-1.26,74,-78,60,1,pad,0.14,983.107,254.0,0.0,0.01,16.25,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-1.24,76,-78,60,1,pad,-0.22,983.143,254.0,-0.3,0.08,-15.16,15.8,7.41,0.0,0.0
5,2718,14,N0CALL,-1.22,78,-78,60,1,pad,-0.02,983.112,254.0,-0.0,-0.04,13.32,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-1.20,80,-78,60,1,pad,-0.09,983.100,254.0,0.1,-0.02,5.00,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-1.18,82,-78,60,1,pad,0.26,983.137,254.0,-0.2,0.13,-15.85,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-1.16,84,-78,60,1,pad,-0.14,983.057,254.0,0.5,-0.14,34.35,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-1.14,86,-78,60,1,pad,0.29,983.049,254.0,0.5,-0.14,3.12,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-1.12,88,-78,60,1,pad,0.24,983.157,254.0,-0.4,-0.06,-45.95,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,-1.10,90,-78,60,1,pad,0.17,983.042,254.0,0.6,-0.01,49.16,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,-1.08,92,-78,60,1,pad,0.17,983.138,254.0,-0.2,0.03,-41.02,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-1.06,94,-78,60,1,pad,0.25,983.169,254.0,-0.5,0.07,-13.31,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-1.04,96,-78,60,1,pad,0.19,983.141,254.0,-0.3,0.07,12.16,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,-1.02,98,-78,60,1,pad,-0.18,983.056,254.0,0.5,-0.11,35.95,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,-1.00,100,-78,60,1,pad,-0.14,983.069,254.0,0.4,-0.05,-5.30,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,-0.98,102,-78,60,1,pad,0.12,983.083,254.0,0.2,-0.09,-6.10,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,-0.96,104,-78,60,1,pad,-0.16,983.074,254.0,0.3,-0.10,4.07,15.8,7.41,0.0,0.0
5,2718,14,N0CALL,-0.94,106,-78,60,1,pad,-0.01,983.133,254.0,-0.2,-0.00,-25.21,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-0.92,108,-78,60,1,pad,0.24,983.093,254.0,0.2,-0.09,16.82,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-0.90,110,-78,60,1,pad,-0.00,983.071,254.0,0.3,0.04,9.36,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,-0.88,112,-78,60,1,pad,-0.04,983.067,254.0,0.4,0.04,1.69,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-0.86,114,-78,60,1,pad,0.05,983.165,254.0,-0.5,0.02,-41.52,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-0.84,116,-78,60,1,pad,0.29,983.175,254.0,-0.5,0.09,-4.42,16.1,7.41,0.0,0.0
5,2718,14,N0CALL,-0.82,118,-78,60,1,pad,0.10,983.153,254.0,-0.4,0.13,9.19,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-0.80,120,-78,60,1,pad,0.10,983.045,254.0,0.6,-0.01,46.47,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-0.78,122,-78,60,1,pad,0.12,983.110,254.0,0.0,0.07,-28.05,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,-0.76,124,-78,60,1,pad,-0.20,983.174,254.0,-0.5,0.11,-27.30,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-0.74,126,-78,60,1,pad,-0.24,983.181,254.0,-0.6,0.14,-2.67,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-0.72,128,-78,60,1,pad,0.18,983.044,254.0,0.6,0.07,58.35,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,-0.70,130,-78,60,1,pad,0.10,983.090,254.0,0.2,-0.11,-19.72,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-0.68,132,-78,60,1,pad,-0.00,983.087,254.0,0.2,0.12,1.15,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,-0.66,134,-78,60,1,pad,-0.23,983.087,254.0,0.2,-0.10,0.25,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,-0.64,136,-78,60,1,pad,-0.27,983.119,254.0,-0.1,0.13,-13.61,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-0.62,138,-78,60,1,pad,0.17,983.043,254.0,0.6,0.08,32.23,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,-0.60,140,-78,60,1,pad,-0.27,983.079,254.0,0.3,-0.14,-15.41,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-0.58,142,-78,60,1,pad,0.09,983.060,254.0,0.4,-0.07,8.20,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,-0.56,144,-78,60,1,pad,0.04,983.098,254.0,0.1,0.05,-16.25,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-0.54,146,-78,60,1,pad,-0.24,983.144,254.0,-0.3,-0.10,-19.76,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-0.52,148,-78,60,1,pad,-0.24,983.062,254.0,0.4,-0.00,35.00,16.2,7.41,0.0,0.0
5,2718,14,N0CALL,-0.50,150,-78,60,1,pad,0.11,983.082,254.0,0.2,-0.03,-8.39,15.8,7.41,0.0,0.0
5,2718,14,N0CALL,-0.48,152,-78,60,1,pad,0.12,983.153,254.0,-0.4,0.10,-30.33,16.1,7.41,0.0,0.0
5,2718,14,N0CALL,-0.46,154,-78,60,1,pad,-0.16,983.113,254.0,-0.0,0.08,16.94,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-0.44,156,-78,60,1,pad,-0.07,983.137,254.0,-0.2,-0.02,-10.14,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,-0.42,158,-78,60,1,pad,0.24,983.175,254.0,-0.5,-0.13,-16.06,16.0,7.43,0.0,0.0
5,2718,14,N0CALL,-0.40,160,-78,60,1,pad,-0.19,983.068,254.0,0.4,-0.13,45.60,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,-0.38,162,-78,60,1,pad,-0.09,983.071,254.0,0.3,0.14,-1.31,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,-0.36,164,-78,60,1,pad,0.09,983.131,254.0,-0.2,-0.00,-25.46,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-0.34,166,-78,60,1,pad,0.02,983.090,254.0,0.2,-0.14,17.29,16.0,7.43,0.0,0.0
5,2718,14,N0CALL,-0.32,168,-78,60,1,pad,0.22,983.075,254.0,0.3,-0.04,6.60,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,-0.30,170,-78,60,1,pad,-0.11,983.105,254.0,0.1,-0.01,-12.82,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-0.28,172,-78,60,1,pad,0.19,983.124,254.0,-0.1,0.14,-8.38,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-0.26,174,-78,60,1,pad,0.19,983.121,254.0,-0.1,0.02,1.62,16.2,7.43,0.0,0.0
5,2718,14,N0CALL,-0.24,176,-78,60,1,pad,-0.23,983.046,254.0,0.6,0.03,31.90,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-0.22,178,-78,60,1,pad,-0.22,983.115,254.0,-0.0,0.10,-29.67,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,-0.20,180,-78,60,1,pad,0.20,983.161,254.0,-0.4,-0.10,-19.50,15.8,7.43,0.0,0.0
5,2718,14,N0CALL,-0.18,182,-78,60,1,pad,0.24,983.139,254.0,-0.2,-0.09,9.35,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,-0.16,184,-78,60,1,pad,-0.04,983.150,254.0,-0.3,-0.09,-4.56,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-0.14,186,-78,60,1,pad,0.14,983.114,254.0,-0.0,0.05,15.22,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,-0.12,188,-78,60,1,pad,-0.11,983.074,254.0,0.3,0.07,17.15,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-0.10,190,-78,60,1,pad,-0.03,983.145,254.0,-0.3,-0.14,-30.15,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,-0.08,192,-78,60,1,pad,0.19,983.069,254.0,0.4,-0.01,32.41,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,-0.06,194,-78,60,1,pad,0.26,983.175,254.0,-0.6,-0.10,-45.54,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,-0.04,196,-78,60,1,pad,-0.23,983.127,254.0,-0.1,-0.04,20.64,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,-0.02,198,-78,60,1,pad,0.02,983.070,254.0,0.3,-0.15,24.29,16.1,7.41,0.0,0.0
5,2718,14,N0CALL,0.00,200,-78,60,2,boost,174.72,983.089,254.1,0.2,3.46,-7.96,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,0.02,202,-78,60,2,boost,174.90,983.137,254.2,-0.2,7.14,-20.73,16.0,7.43,0.0,0.0
5,2718,14,N0CALL,0.04,204,-78,60,2,boost,175.23,983.073,254.4,0.3,10.37,27.43,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,0.06,206,-78,60,2,boost,174.88,983.037,254.7,0.6,14.09,15.28,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,0.08,208,-78,60,2,boost,174.81,982.974,255.1,1.2,17.54,27.15,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,0.10,210,-78,60,2,boost,174.89,983.005,255.5,0.9,20.94,-13.47,16.1,7.41,0.0,0.0
5,2718,14,N0CALL,0.12,212,-78,60,2,boost,175.04,982.926,256.0,1.6,24.59,33.82,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,0.14,214,-78,60,2,boost,174.79,982.768,256.5,2.9,28.09,67.47,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,0.16,216,-78,60,2,boost,174.78,982.701,257.1,3.5,31.52,28.52,16.0,7.43,0.0,0.0
5,2718,14,N0CALL,0.18,218,-78,60,2,boost,174.83,982.644,257.9,4.0,35.11,24.33,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,0.20,220,-78,60,2,boost,175.21,982.546,258.6,4.8,38.57,41.70,15.8,7.43,0.0,0.0
5,2718,14,N0CALL,0.22,222,-78,60,2,boost,175.16,982.401,259.5,6.1,41.94,61.97,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,0.24,224,-78,60,2,boost,174.91,982.407,260.4,6.0,45.62,-2.59,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.26,226,-78,60,2,boost,174.87,982.288,261.4,7.0,49.04,50.79,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,0.28,228,-78,60,2,boost,174.95,982.135,262.4,8.3,52.43,65.29,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,0.30,230,-78,60,2,boost,174.90,981.964,263.5,9.8,55.89,73.04,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,0.32,232,-78,60,2,boost,175.13,981.856,264.7,10.7,59.35,46.08,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.34,234,-78,60,2,boost,175.24,981.640,266.0,12.6,63.10,92.44,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.36,236,-78,60,2,boost,174.99,981.557,267.3,13.3,66.65,35.10,16.2,7.43,0.0,0.0
5,2718,14,N0CALL,0.38,238,-78,60,2,boost,175.28,981.458,268.7,14.1,69.89,42.70,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,0.40,240,-78,60,2,boost,175.09,981.163,270.2,16.6,73.46,125.78,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,0.42,242,-78,60,2,boost,175.12,981.018,271.7,17.9,77.07,62.11,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.44,244,-78,60,2,boost,175.27,980.820,273.3,19.6,80.54,84.40,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,0.46,246,-78,60,2,boost,175.24,980.597,275.0,21.5,84.07,95.61,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,0.48,248,-78,60,2,boost,175.08,980.380,276.8,23.3,87.49,92.74,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,0.50,250,-78,60,2,boost,175.25,980.210,278.6,24.8,91.12,72.61,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,0.52,252,-78,60,2,boost,174.74,979.978,280.5,26.8,94.43,98.97,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,0.54,254,-78,60,2,boost,174.75,979.795,282.4,28.3,98.01,78.36,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,0.56,256,-78,60,2,boost,175.02,979.588,284.4,30.1,101.63,88.79,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,0.58,258,-78,60,2,boost,174.76,979.253,286.6,33.0,105.04,143.31,16.2,7.43,0.0,0.0
5,2718,14,N0CALL,0.60,260,-78,60,2,boost,174.89,979.009,288.7,35.1,108.45,104.45,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,0.62,262,-78,60,2,boost,175.20,978.797,291.0,36.9,111.88,90.57,16.2,7.41,0.0,0.0
5,2718,14,N0CALL,0.64,264,-78,60,2,boost,175.14,978.462,293.3,39.7,115.51,143.28,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,0.66,266,-78,60,2,boost,175.23,978.173,295.6,42.2,118.96,123.79,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,0.68,268,-78,60,2,boost,174.78,978.012,298.1,43.6,122.59,69.18,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.70,270,-78,60,2,boost,175.10,977.677,300.6,46.5,125.93,143.39,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,0.72,272,-78,60,2,boost,174.83,977.294,303.2,49.7,129.54,164.09,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,0.74,274,-78,60,2,boost,175.28,977.112,305.9,51.3,133.07,77.93,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,0.76,276,-78,60,2,boost,175.20,976.670,308.6,55.1,136.61,189.73,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,0.78,278,-78,60,2,boost,175.11,976.347,311.4,57.9,140.08,138.55,16.2,7.41,0.0,0.0
5,2718,14,N0CALL,0.80,280,-78,60,2,boost,174.98,976.137,314.3,59.7,143.50,90.26,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,0.82,282,-78,60,2,boost,174.77,975.762,317.2,62.9,147.09,160.67,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,0.84,284,-78,60,2,boost,175.02,975.428,320.2,65.8,150.47,143.31,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.86,286,-78,60,2,boost,174.72,974.985,323.3,69.6,153.92,190.16,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,0.88,288,-78,60,2,boost,175.11,974.648,326.4,72.5,157.51,144.76,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.90,290,-78,60,2,boost,175.06,974.261,329.7,75.8,161.00,166.46,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.92,292,-78,60,2,boost,175.05,973.920,333.0,78.7,164.62,146.73,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,0.94,294,-78,60,2,boost,175.02,973.439,336.3,82.8,168.02,206.49,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,0.96,296,-78,60,2,boost,175.25,973.166,339.8,85.2,171.37,117.36,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,0.98,298,-78,60,2,boost,174.71,972.642,343.3,89.7,174.95,225.71,16.1,7.41,0.0,0.0
5,2718,14,N0CALL,1.00,300,-78,60,2,boost,175.17,972.268,346.8,92.9,178.40,160.76,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,1.02,302,-78,60,2,boost,174.98,971.911,350.5,96.0,182.03,153.62,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,1.04,304,-78,60,2,boost,175.20,971.425,354.2,100.2,185.57,209.33,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,1.06,306,-78,60,2,boost,175.21,971.009,358.0,103.8,188.90,179.12,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.08,308,-78,60,2,boost,175.09,970.517,361.8,108.0,192.57,212.23,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,1.10,310,-78,60,2,boost,175.02,970.151,365.7,111.2,195.89,157.62,15.8,7.41,0.0,0.0
5,2718,14,N0CALL,1.12,312,-78,60,2,boost,174.83,969.628,369.7,115.7,199.57,225.91,15.8,7.41,0.0,0.0
5,2718,14,N0CALL,1.14,314,-78,60,2,boost,174.75,969.214,373.8,119.2,203.02,178.58,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.16,316,-78,60,2,boost,175.00,968.626,377.9,124.3,206.55,253.66,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,1.18,318,-78,60,2,boost,174.80,968.156,382.1,128.4,209.94,203.06,15.8,7.43,0.0,0.0
5,2718,14,N0CALL,1.20,320,-78,60,2,boost,174.86,967.637,386.4,132.9,213.37,224.20,15.8,7.42,0.0,0.0
5,2718,14,N0CALL,1.22,322,-78,60,2,boost,174.98,967.137,390.7,137.2,216.91,215.83,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.24,324,-78,60,2,boost,174.94,966.634,395.1,141.5,220.64,217.43,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.26,326,-78,60,2,boost,174.79,966.195,399.6,145.3,223.98,189.87,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,1.28,328,-78,60,2,boost,175.24,965.615,404.1,150.4,227.43,251.22,16.0,7.43,0.0,0.0
5,2718,14,N0CALL,1.30,330,-78,60,2,boost,174.87,965.120,408.8,154.6,231.07,214.29,15.9,7.42,0.0,0.0
5,2718,14,N0CALL,1.32,332,-78,60,2,boost,175.09,964.580,413.5,159.3,234.41,233.74,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,1.34,334,-78,60,2,boost,174.80,964.055,418.2,163.9,237.86,227.44,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.36,336,-78,60,2,boost,175.17,963.397,423.1,169.6,241.63,285.44,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,1.38,338,-78,60,2,boost,175.16,962.941,428.0,173.5,245.14,197.77,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,1.40,340,-78,60,2,boost,175.09,962.357,432.9,178.6,248.49,253.34,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,1.42,342,-78,60,2,boost,175.06,961.805,438.0,183.4,252.09,239.46,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.44,344,-78,60,2,boost,174.87,961.092,443.1,189.6,255.44,310.00,15.9,7.41,0.0,0.0
5,2718,14,N0CALL,1.46,346,-78,60,2,boost,174.77,960.516,448.3,194.6,259.08,249.99,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,1.48,348,-78,60,2,boost,174.94,959.936,453.5,199.6,262.36,252.58,15.8,7.41,0.0,0.0
5,2718,14,N0CALL,1.50,350,-78,60,2,boost,174.77,959.384,458.8,204.4,266.01,239.89,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.52,352,-78,60,2,boost,174.87,958.686,464.2,210.5,269.55,303.90,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,1.54,354,-78,60,2,boost,174.86,958.152,469.7,215.2,273.00,232.48,15.8,7.43,0.0,0.0
5,2718,14,N0CALL,1.56,356,-78,60,3,fast,-25.99,957.505,475.1,220.8,272.33,281.70,15.8,7.43,0.0,0.0
5,2718,14,N0CALL,1.58,358,-78,60,3,fast,-26.19,956.823,480.6,226.7,271.88,297.27,16.2,7.43,0.0,0.0
5,2718,14,N0CALL,1.60,360,-78,60,3,fast,-25.80,956.157,486.0,232.6,271.46,290.63,16.2,7.42,0.0,0.0
5,2718,14,N0CALL,1.62,362,-78,60,3,fast,-25.84,955.562,491.4,237.7,270.78,259.63,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.64,364,-78,60,3,fast,-26.20,954.967,496.8,242.9,270.41,260.04,15.9,7.43,0.0,0.0
5,2718,14,N0CALL,1.66,366,-78,60,3,fast,-25.85,954.412,502.2,247.8,269.91,242.04,16.1,7.43,0.0,0.0
5,2718,14,N0CALL,1.68,368,-78,60,3,fast,-25.94,953.694,507.6,254.1,269.35,314.18,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.70,370,-78,60,3,fast,-25.49,953.121,513.0,259.1,268.93,250.29,16.0,7.41,0.0,0.0
5,2718,14,N0CALL,1.72,372,-78,60,3,fast,-25.62,952.534,518.3,264.2,268.19,256.94,16.1,7.41,0.0,0.0
5,2718,14,N0CALL,1.74,374,-78,60,3,fast,-25.37,951.844,523.7,270.3,267.85,302.29,15.8,7.43,0.0,0.0
5,2718,14,N0CALL,1.76,376,-78,60,3,fast,-25.83,951.237,529.0,275.6,267.32,265.52,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,1.78,378,-78,60,3,fast,-25.55,950.706,534.4,280.2,266.79,232.75,15.8,7.41,0.0,0.0
5,2718,14,N0CALL,1.80,380,-78,60,3,fast,-25.18,950.121,539.7,285.4,266.19,256.58,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,1.82,382,-78,60,3,fast,-25.33,949.452,545.0,291.2,265.77,293.62,16.1,7.42,0.0,0.0
5,2718,14,N0CALL,1.84,384,-78,60,3,fast,-25.26,948.931,550.3,295.8,265.32,228.51,16.0,7.42,0.0,0.0
5,2718,14,N0CALL,1.86,386,-78,60,3,fast,-25.21,948.211,555.6,302.1,264.74,315.95,16.1,7.41,0.0,0.0
