Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
4.25,288.4,443.7,443.7
4.30,311.5,461.5,461.5
4.35,335.4,479.2,479.2
4.40,360.3,496.9,496.9
4.45,386.0,514.7,514.7
4.50,412.6,532.4,532.4
4.55,440.2,550.2,550.2
4.60,468.6,567.9,567.9
4.65,496.9,566.3,566.3
4.70,525.1,564.7,564.7
4.75,553.2,563.1,563.1
4.80,581.3,561.5,561.5
4.85,609.3,559.9,559.9
4.90,637.2,558.3,558.3
4.95,665.1,556.7,556.7
5.00,692.8,555.1,555.1
5.05,720.5,553.5,553.5
5.10,748.1,551.9,551.9
5.15,775.6,550.3,550.3
5.20,803.1,548.7,548.7
5.25,830.4,547.0,547.0
5.30,857.7,545.4,545.4
5.35,884.9,543.8,543.8
5.40,912.0,542.2,542.2
5.45,939.0,540.6,540.6
5.50,965.9,539.0,539.0
5.55,992.8,537.4,537.4
5.60,1019.6,535.8,535.8
5.65,1046.3,534.2,534.2
5.70,1072.9,532.5,532.5
5.75,1099.5,530.9,530.9
5.80,1126.0,529.3,529.3
5.85,1152.3,527.7,527.7
5.90,1178.6,526.1,526.1
5.95,1204.9,524.5,524.5
6.00,1231.0,522.9,522.9
6.05,1257.1,521.3,521.3
6.10,1283.1,519.7,519.7
6.15,1309.0,518.1,518.1
6.20,1334.8,516.5,516.5
6.25,1360.5,514.9,514.9
6.30,1386.2,513.3,513.3
6.35,1411.8,511.6,511.6
6.40,1437.3,510.0,510.0
6.45,1462.7,508.4,508.4
6.50,1488.1,506.8,506.8
6.55,1513.3,505.2,505.2
6.60,1538.5,503.6,503.6
6.65,1563.6,502.0,502.0
6.70,1588.6,500.4,500.4
6.75,1613.5,498.8,498.8
6.80,1638.4,497.1,497.1
6.85,1663.2,495.5,495.5
6.90,1687.9,493.9,493.9
6.95,1712.5,492.3,492.3
7.00,1737.0,490.7,490.7
7.05,1761.5,489.1,489.1
7.10,1785.9,487.5,487.5
7.15,1810.2,485.9,485.9
7.20,1834.4,484.3,484.3
7.25,1858.5,482.7,482.7
7.30,1882.5,481.1,481.1
7.35,1906.5,479.5,479.5
7.40,1930.4,477.9,477.9
7.45,1954.2,476.2,476.2
7.50,1978.0,474.6,474.6
7.55,2001.6,473.0,473.0
7.60,2025.2,471.4,471.4
7.65,2048.7,469.8,469.8
7.70,2072.1,468.2,468.2
7.75,2095.4,466.6,466.6
7.80,2118.7,465.0,465.0
7.85,2141.8,463.4,463.4
7.90,2164.9,461.8,461.8
7.95,2187.9,460.2,460.2
8.00,2210.9,458.6,458.6
8.05,2233.7,457.0,457.0
8.10,2256.5,455.3,455.3
8.15,2279.2,453.7,453.7
8.20,2301.8,452.1,452.1
8.25,2324.3,450.5,450.5
8.30,2346.8,448.9,448.9
8.35,2369.1,447.3,447.3
8.40,2391.4,445.7,445.7
8.45,2413.6,444.1,444.1
8.50,2435.7,442.5,442.5
8.55,2457.7,440.8,440.8
8.60,2479.7,439.2,439.2
8.65,2501.6,437.6,437.6
8.70,2523.4,436.0,436.0
8.75,2545.1,434.4,434.4
8.80,2566.8,432.8,432.8
8.85,2588.3,431.2,431.2
8.90,2609.8,429.6,429.6
8.95,2631.2,428.0,428.0
9.00,2652.5,426.4,426.4
9.05,2673.8,424.8,424.8
9.10,2694.9,423.2,423.2
9.15,2716.0,421.6,421.6
9.20,2737.0,419.9,419.9
9.25,2757.9,418.3,418.3
9.30,2778.7,416.7,416.7
9.35,2799.5,415.1,415.1
9.40,2820.2,413.5,413.5
9.45,2840.8,411.9,411.9
9.50,2861.3,410.3,410.3
9.55,2881.7,408.7,408.7
9.60,2902.1,407.1,407.1
9.65,2922.3,405.5,405.5
9.70,2942.6,403.9,403.9
9.75,2962.7,402.3,402.3
9.80,2982.7,400.6,400.6
9.85,3002.6,399.0,399.0
9.90,3022.5,397.4,397.4
9.95,3042.3,395.8,395.8
10.00,3062.0,394.2,394.2
10.05,3081.6,392.6,392.6
10.10,3101.2,391.0,391.0
10.15,3120.7,389.4,389.4
10.20,3140.1,387.8,387.8
10.25,3159.4,386.2,386.2
10.30,3178.6,384.5,384.5
10.35,3197.7,382.9,382.9
10.40,3216.8,381.3,381.3
10.45,3235.8,379.7,379.7
10.50,3254.7,378.1,378.1
10.55,3273.5,376.5,376.5
10.60,3292.3,374.9,374.9
10.65,3310.9,373.3,373.3
10.70,3329.5,371.7,371.7
10.75,3348.0,370.1,370.1
10.80,3366.4,368.5,368.5
10.85,3384.8,366.9,366.9
10.90,3403.1,365.3,365.3
10.95,3421.2,363.6,363.6
11.00,3439.3,362.0,362.0
11.05,3457.3,360.4,360.4
11.10,3475.3,358.8,358.8
11.15,3493.1,357.2,357.2
11.20,3510.9,355.6,355.6
11.25,3528.6,354.0,354.0
11.30,3546.3,352.4,352.4
11.35,3563.8,350.8,350.8
11.40,3581.2,349.1,349.1
11.45,3598.6,347.5,347.5
11.50,3615.9,345.9,345.9
11.55,3633.1,344.3,344.3
11.60,3650.3,342.7,342.7
11.65,3667.3,341.1,341.1
11.70,3684.3,339.5,339.5
11.75,3701.2,337.9,337.9
11.80,3718.0,336.3,336.3
11.85,3734.7,334.7,334.7
11.90,3751.4,333.1,333.1
11.95,3768.0,331.5,331.5
12.00,3784.4,329.9,329.9
12.05,3800.9,328.2,328.2
12.10,3817.2,326.6,326.6
12.15,3833.5,325.0,325.0
12.20,3849.6,323.4,323.4
12.25,3865.7,321.8,321.8
12.30,3881.7,320.2,320.2
12.35,3897.7,318.6,318.6
12.40,3913.5,317.0,317.0
12.45,3929.3,315.4,315.4
12.50,3945.0,313.8,313.8
12.55,3960.6,312.2,312.2
12.60,3976.1,310.6,310.6
12.65,3991.5,309.0,309.0
12.70,4006.9,307.3,307.3
12.75,4022.2,305.7,305.7
12.80,4037.4,304.1,304.1
12.85,4052.5,302.5,302.5
12.90,4067.6,300.9,300.9
12.95,4082.5,299.3,299.3
13.00,4097.4,297.7,297.7
13.05,4112.2,296.1,296.1
13.10,4127.0,294.5,294.5
13.15,4141.6,292.8,292.8
13.20,4156.2,291.2,291.2
13.25,4170.6,289.6,289.6
13.30,4185.0,288.0,288.0
13.35,4199.4,286.4,286.4
13.40,4213.6,284.8,284.8
13.45,4227.8,283.2,283.2
13.50,4241.8,281.6,281.6
13.55,4255.8,280.0,280.0
13.60,4269.8,278.4,278.4
13.65,4283.6,276.8,276.8
13.70,4297.4,275.2,275.2
13.75,4311.0,273.6,273.6
13.80,4324.6,271.9,271.9
13.85,4338.2,270.3,270.3
13.90,4351.6,268.7,268.7
13.95,4364.9,267.1,267.1
14.00,4378.2,265.5,265.5
14.05,4391.4,263.9,263.9
14.10,4404.5,262.3,262.3
14.15,4417.6,260.7,260.7
14.20,4430.5,259.1,259.1
14.25,4443.4,257.5,257.5
14.30,4456.2,255.8,255.8
14.35,4468.9,254.2,254.2
14.40,4481.5,252.6,252.6
14.45,4494.1,251.0,251.0
14.50,4506.6,249.4,249.4
14.55,4518.9,247.8,247.8
14.60,4531.2,246.2,246.2
14.65,4543.5,244.6,244.6
14.70,4555.6,243.0,243.0
14.75,4567.7,241.4,241.4
14.80,4579.7,239.8,239.8
14.85,4591.6,238.2,238.2
14.90,4603.4,236.5,236.5
14.95,4615.2,234.9,234.9
15.00,4626.8,233.3,233.3
15.05,4638.4,231.7,231.7
15.10,4649.9,230.1,230.1
15.15,4661.4,228.5,228.5
15.20,4672.7,226.9,226.9
15.25,4684.0,225.3,225.3
15.30,4695.1,223.7,223.7
15.35,4706.2,222.1,222.1
15.40,4717.3,220.5,220.5
15.45,4728.2,218.9,218.9
15.50,4739.1,217.3,217.3
15.55,4749.9,215.6,215.6
15.60,4760.6,214.0,214.0
15.65,4771.2,212.4,212.4
15.70,4781.7,210.8,210.8
15.75,4792.2,209.2,209.2
15.80,4802.6,207.6,207.6
15.85,4812.9,206.0,206.0
15.90,4823.1,204.4,204.4
15.95,4833.2,202.8,202.8
16.00,4843.3,201.1,201.1
16.05,4853.2,199.5,199.5
16.10,4863.2,197.9,197.9
16.15,4873.0,196.3,196.3
16.20,4882.7,194.7,194.7
16.25,4892.4,193.1,193.1
16.30,4901.9,191.5,191.5
16.35,4911.4,189.9,189.9
16.40,4920.8,188.3,188.3
16.45,4930.2,186.7,186.7
16.50,4939.4,185.1,185.1
16.55,4948.6,183.5,183.5
16.60,4957.7,181.9,181.9
16.65,4966.7,180.2,180.2
16.70,4975.7,178.6,178.6
16.75,4984.5,177.0,177.0
16.80,4993.3,175.4,175.4
16.85,5002.0,173.8,173.8
16.90,5010.6,172.2,172.2
16.95,5019.1,170.6,170.6
17.00,5027.6,169.0,169.0
17.05,5035.9,167.4,167.4
17.10,5044.2,165.8,165.8
17.15,5052.4,164.2,164.2
17.20,5060.5,162.6,162.6
17.25,5068.6,161.0,161.0
17.30,5076.5,159.3,159.3
17.35,5084.4,157.7,157.7
17.40,5092.3,156.1,156.1
17.45,5100.0,154.5,154.5
17.50,5107.6,152.9,152.9
17.55,5115.2,151.3,151.3
17.60,5122.7,149.7,149.7
17.65,5130.1,148.1,148.1
17.70,5137.4,146.5,146.5
17.75,5144.6,144.8,144.8
17.80,5151.8,143.2,143.2
17.85,5158.9,141.6,141.6
17.90,5165.9,140.0,140.0
17.95,5172.8,138.4,138.4
18.00,5179.6,136.8,136.8
18.05,5186.4,135.2,135.2
18.10,5193.1,133.6,133.6
18.15,5199.7,132.0,132.0
18.20,5206.2,130.4,130.4
18.25,5212.6,128.8,128.8
18.30,5219.0,127.2,127.2
18.35,5225.3,125.6,125.6
18.40,5231.5,124.0,124.0
18.45,5237.6,122.3,122.3
18.50,5243.6,120.7,120.7
18.55,5249.6,119.1,119.1
18.60,5255.4,117.5,117.5
18.65,5261.3,115.9,115.9
18.70,5267.0,114.3,114.3
18.75,5272.6,112.7,112.7
18.80,5278.1,111.1,111.1
18.85,5283.6,109.4,109.4
18.90,5289.0,107.8,107.8
18.95,5294.3,106.2,106.2
19.00,5299.6,104.6,104.6
19.05,5304.7,103.0,103.0
19.10,5309.8,101.4,101.4
19.15,5314.8,99.8,99.8
19.20,5319.7,98.2,98.2
19.25,5324.5,96.6,96.6
19.30,5329.3,95.0,95.0
19.35,5333.9,93.4,93.4
19.40,5338.5,91.8,91.8
19.45,5343.0,90.2,90.2
19.50,5347.4,88.5,88.5
19.55,5351.8,86.9,86.9
19.60,5356.1,85.3,85.3
19.65,5360.3,83.7,83.7
19.70,5364.4,82.1,82.1
19.75,5368.4,80.5,80.5
19.80,5372.3,78.9,78.9
19.85,5376.2,77.3,77.3
19.90,5380.0,75.7,75.7
19.95,5383.7,74.1,74.1
20.00,5387.3,72.5,72.5
20.05,5390.8,70.9,70.9
20.10,5394.3,69.3,69.3
20.15,5397.7,67.7,67.7
20.20,5401.0,66.0,66.0
20.25,5404.2,64.4,64.4
20.30,5407.3,62.8,62.8
20.35,5410.4,61.2,61.2
20.40,5413.4,59.6,59.6
20.45,5416.3,58.0,58.0
20.50,5419.1,56.4,56.4
20.55,5421.9,54.8,54.8
20.60,5424.5,53.1,53.1
20.65,5427.1,51.5,51.5
20.70,5429.6,49.9,49.9
20.75,5432.0,48.3,48.3
20.80,5434.4,46.7,46.7
20.85,5436.6,45.1,45.1
20.90,5438.8,43.5,43.5
20.95,5440.9,41.9,41.9
21.00,5442.9,40.3,40.3
21.05,5444.8,38.7,38.7
21.10,5446.7,37.1,37.1
21.15,5448.4,35.5,35.5
21.20,5450.1,33.9,33.9
21.25,5451.7,32.3,32.3
21.30,5453.3,30.6,30.6
21.35,5454.7,29.0,29.0
21.40,5456.1,27.4,27.4
21.45,5457.4,25.8,25.8
21.50,5458.6,24.2,24.2
21.55,5459.7,22.6,22.6
21.60,5460.8,21.0,21.0
21.65,5461.7,19.4,19.4
21.70,5462.6,17.8,17.8
21.75,5463.5,16.2,16.2
21.80,5464.2,14.5,14.5
21.85,5464.8,12.9,12.9
21.90,5465.4,11.3,11.3
21.95,5465.9,9.7,9.7
22.00,5466.3,8.1,8.1
22.05,5466.6,6.5,6.5
22.10,5466.9,4.9,4.9
22.15,5467.0,3.3,3.3
22.20,5467.1,1.7,1.7
22.25,5467.1,0.1,0.1
22.35,5465.8,-24.6,-24.6
22.40,5464.6,-24.6,-24.6
22.45,5463.3,-24.6,-24.6
22.50,5462.1,-24.6,-24.6
22.55,5460.9,-24.6,-24.6
22.60,5459.6,-24.6,-24.6
22.65,5458.4,-24.6,-24.6
22.70,5457.2,-24.6,-24.6
22.75,5455.9,-24.6,-24.6
22.80,5454.7,-24.6,-24.6
22.85,5453.5,-24.6,-24.6
22.90,5452.3,-24.6,-24.6
22.95,5451.0,-24.6,-24.6
23.00,5449.8,-24.6,-24.6
23.05,5448.6,-24.6,-24.6
23.10,5447.3,-24.6,-24.6
23.15,5446.1,-24.6,-24.6
23.20,5444.9,-24.6,-24.6
23.25,5443.6,-24.6,-24.6
23.30,5442.4,-24.6,-24.6
23.35,5441.2,-24.6,-24.6
23.40,5440.0,-24.6,-24.6
23.45,5438.7,-24.6,-24.6
23.50,5437.5,-24.6,-24.6
23.55,5436.3,-24.6,-24.6
23.60,5435.0,-24.6,-24.6
23.65,5433.8,-24.6,-24.6
23.70,5432.6,-24.6,-24.6
23.75,5431.3,-24.6,-24.6
23.80,5430.1,-24.6,-24.6
23.85,5428.9,-24.6,-24.6
23.90,5427.7,-24.6,-24.6
23.95,5426.4,-24.6,-24.6
24.00,5425.2,-24.6,-24.6
24.05,5424.0,-24.6,-24.6
24.10,5422.7,-24.6,-24.6
24.15,5421.5,-24.6,-24.6
24.20,5420.3,-24.6,-24.6
24.25,5419.0,-24.6,-24.6
24.30,5417.8,-24.6,-24.6
24.35,5416.6,-24.6,-24.6
24.40,5415.4,-24.6,-24.6
24.45,5414.1,-24.6,-24.6
24.50,5412.9,-24.6,-24.6
24.55,5411.6,-24.6,-24.6
24.60,5410.4,-24.6,-24.6
24.65,5409.2,-24.6,-24.6
24.70,5408.0,-24.6,-24.6
24.75,5406.7,-24.6,-24.6
24.80,5405.5,-24.6,-24.6
24.85,5404.3,-24.6,-24.6
24.90,5403.1,-24.6,-24.6
24.95,5401.8,-24.6,-24.6
25.00,5400.6,-24.6,-24.6
25.05,5399.3,-24.6,-24.6
25.10,5398.1,-24.6,-24.6
25.15,5396.9,-24.6,-24.6
25.20,5395.7,-24.6,-24.6
25.25,5394.4,-24.6,-24.6
25.30,5393.2,-24.6,-24.6
25.35,5392.0,-24.6,-24.6
25.40,5390.7,-24.6,-24.6
25.45,5389.5,-24.6,-24.6
25.50,5388.3,-24.6,-24.6
25.55,5387.0,-24.6,-24.6
25.60,5385.8,-24.6,-24.6
25.65,5384.6,-24.6,-24.6
25.70,5383.4,-24.6,-24.6
25.75,5382.1,-24.6,-24.6
25.80,5380.9,-24.6,-24.6
25.85,5379.7,-24.6,-24.6
25.90,5378.4,-24.6,-24.6
25.95,5377.2,-24.6,-24.6
26.00,5376.0,-24.6,-24.6
26.05,5374.7,-24.6,-24.6
26.10,5373.5,-24.6,-24.6
26.15,5372.3,-24.6,-24.6
26.20,5371.1,-24.6,-24.6
26.25,5369.8,-24.6,-24.6
26.30,5368.6,-24.6,-24.6
26.35,5367.4,-24.6,-24.6
26.40,5366.1,-24.6,-24.6
26.45,5364.9,-24.6,-24.6
26.50,5363.7,-24.6,-24.6
26.55,5362.4,-24.6,-24.6
26.60,5361.2,-24.6,-24.6
26.65,5360.0,-24.6,-24.6
26.70,5358.8,-24.6,-24.6
26.75,5357.5,-24.6,-24.6
26.80,5356.3,-24.6,-24.6
26.85,5355.1,-24.6,-24.6
26.90,5353.8,-24.6,-24.6
26.95,5352.6,-24.6,-24.6
27.00,5351.4,-24.6,-24.6
27.05,5350.1,-24.6,-24.6
27.10,5348.9,-24.6,-24.6
27.15,5347.7,-24.6,-24.6
27.20,5346.5,-24.6,-24.6
27.25,5345.2,-24.6,-24.6
27.30,5344.0,-24.6,-24.6
27.35,5342.7,-24.6,-24.6
27.40,5341.5,-24.6,-24.6
27.45,5340.3,-24.6,-24.6
27.50,5339.1,-24.6,-24.6
27.55,5337.8,-24.6,-24.6
27.60,5336.6,-24.6,-24.6
27.65,5335.4,-24.6,-24.6
27.70,5334.2,-24.6,-24.6
27.75,5332.9,-24.6,-24.6
27.80,5331.7,-24.6,-24.6
27.85,5330.4,-24.6,-24.6
27.90,5329.2,-24.6,-24.6
27.95,5328.0,-24.6,-24.6
28.00,5326.8,-24.6,-24.6
28.05,5325.5,-24.6,-24.6
28.10,5324.3,-24.6,-24.6
28.15,5323.1,-24.6,-24.6
28.20,5321.9,-24.6,-24.6
28.25,5320.6,-24.6,-24.6
28.30,5319.4,-24.6,-24.6
28.35,5318.1,-24.6,-24.6
28.40,5316.9,-24.6,-24.6
28.45,5315.7,-24.6,-24.6
28.50,5314.5,-24.6,-24.6
28.55,5313.2,-24.6,-24.6
28.60,5312.0,-24.6,-24.6
28.65,5310.8,-24.6,-24.6
28.70,5309.5,-24.6,-24.6
28.75,5308.3,-24.6,-24.6
28.80,5307.1,-24.6,-24.6
28.85,5305.8,-24.6,-24.6
28.90,5304.6,-24.6,-24.6
28.95,5303.4,-24.6,-24.6
29.00,5302.2,-24.6,-24.6
29.05,5300.9,-24.6,-24.6
29.10,5299.7,-24.6,-24.6
29.15,5298.5,-24.6,-24.6
29.20,5297.2,-24.6,-24.6
29.25,5296.0,-24.6,-24.6
29.30,5294.8,-24.6,-24.6
29.35,5293.5,-24.6,-24.6
29.40,5292.3,-24.6,-24.6
29.45,5291.1,-24.6,-24.6
29.50,5289.9,-24.6,-24.6
29.55,5288.6,-24.6,-24.6
29.60,5287.4,-24.6,-24.6
29.65,5286.2,-24.6,-24.6
29.70,5284.9,-24.6,-24.6
29.75,5283.7,-24.6,-24.6
29.80,5282.5,-24.6,-24.6
29.85,5281.2,-24.6,-24.6
29.90,5280.0,-24.6,-24.6
29.95,5278.8,-24.6,-24.6
30.00,5277.6,-24.6,-24.6
30.05,5276.3,-24.6,-24.6
30.10,5275.1,-24.6,-24.6
30.15,5273.9,-24.6,-24.6
30.20,5272.6,-24.6,-24.6
30.25,5271.4,-24.6,-24.6
30.30,5270.2,-24.6,-24.6
30.35,5268.9,-24.6,-24.6
30.40,5267.7,-24.6,-24.6
30.45,5266.5,-24.6,-24.6
30.50,5265.3,-24.6,-24.6
30.55,5264.0,-24.6,-24.6
30.60,5262.8,-24.6,-24.6
30.65,5261.5,-24.6,-24.6
30.70,5260.3,-24.6,-24.6
30.75,5259.1,-24.6,-24.6
30.80,5257.9,-24.6,-24.6
30.85,5256.6,-24.6,-24.6
30.90,5255.4,-24.6,-24.6
30.95,5254.2,-24.6,-24.6
31.00,5253.0,-24.6,-24.6
31.05,5251.7,-24.6,-24.6
31.10,5250.5,-24.6,-24.6
31.15,5249.2,-24.6,-24.6
31.20,5248.0,-24.6,-24.6
31.25,5246.8,-24.6,-24.6
31.30,5245.6,-24.6,-24.6
31.35,5244.3,-24.6,-24.6
31.40,5243.1,-24.6,-24.6
31.45,5241.9,-24.6,-24.6
31.50,5240.6,-24.6,-24.6
31.55,5239.4,-24.6,-24.6
31.60,5238.2,-24.6,-24.6
31.65,5236.9,-24.6,-24.6
31.70,5235.7,-24.6,-24.6
31.75,5234.5,-24.6,-24.6
31.80,5233.3,-24.6,-24.6
31.85,5232.0,-24.6,-24.6
31.90,5230.8,-24.6,-24.6
31.95,5229.6,-24.6,-24.6
32.00,5228.3,-24.6,-24.6
32.05,5227.1,-24.6,-24.6
32.10,5225.9,-24.6,-24.6
32.15,5224.6,-24.6,-24.6
32.20,5223.4,-24.6,-24.6
32.25,5222.2,-24.6,-24.6
32.30,5221.0,-24.6,-24.6
32.35,5219.7,-24.6,-24.6
32.40,5218.5,-24.6,-24.6
32.45,5217.3,-24.6,-24.6
32.50,5216.0,-24.6,-24.6
32.55,5214.8,-24.6,-24.6
32.60,5213.6,-24.6,-24.6
32.65,5212.3,-24.6,-24.6
32.70,5211.1,-24.6,-24.6
32.75,5209.9,-24.6,-24.6
32.80,5208.7,-24.6,-24.6
32.85,5207.4,-24.6,-24.6
32.90,5206.2,-24.6,-24.6
32.95,5205.0,-24.6,-24.6
33.00,5203.7,-24.6,-24.6
33.05,5202.5,-24.6,-24.6
33.10,5201.3,-24.6,-24.6
33.15,5200.0,-24.6,-24.6
33.20,5198.8,-24.6,-24.6
33.25,5197.6,-24.6,-24.6
33.30,5196.4,-24.6,-24.6
33.35,5195.1,-24.6,-24.6
33.40,5193.9,-24.6,-24.6
33.45,5192.7,-24.6,-24.6
33.50,5191.4,-24.6,-24.6
33.55,5190.2,-24.6,-24.6
33.60,5189.0,-24.6,-24.6
33.65,5187.7,-24.6,-24.6
33.70,5186.5,-24.6,-24.6
33.75,5185.3,-24.6,-24.6
33.80,5184.1,-24.6,-24.6
33.85,5182.8,-24.6,-24.6
33.90,5181.6,-24.6,-24.6
33.95,5180.3,-24.6,-24.6
34.00,5179.1,-24.6,-24.6
34.05,5177.9,-24.6,-24.6
34.10,5176.7,-24.6,-24.6
34.15,5175.4,-24.6,-24.6
34.20,5174.2,-24.6,-24.6
34.25,5173.0,-24.6,-24.6
34.30,5171.8,-24.6,-24.6
34.35,5170.5,-24.6,-24.6
34.40,5169.3,-24.6,-24.6
34.45,5168.0,-24.6,-24.6
34.50,5166.8,-24.6,-24.6
34.55,5165.6,-24.6,-24.6
34.60,5164.4,-24.6,-24.6
34.65,5163.1,-24.6,-24.6
34.70,5161.9,-24.6,-24.6
34.75,5160.7,-24.6,-24.6
34.80,5159.4,-24.6,-24.6
34.85,5158.2,-24.6,-24.6
34.90,5157.0,-24.6,-24.6
34.95,5155.7,-24.6,-24.6
35.00,5154.5,-24.6,-24.6
35.05,5153.3,-24.6,-24.6
35.10,5152.1,-24.6,-24.6
35.15,5150.8,-24.6,-24.6
35.20,5149.6,-24.6,-24.6
35.25,5148.4,-24.6,-24.6
35.30,5147.1,-24.6,-24.6
35.35,5145.9,-24.6,-24.6
35.40,5144.7,-24.6,-24.6
35.45,5143.4,-24.6,-24.6
35.50,5142.2,-24.6,-24.6
35.55,5141.0,-24.6,-24.6
35.60,5139.8,-24.6,-24.6
35.65,5138.5,-24.6,-24.6
35.70,5137.3,-24.6,-24.6
35.75,5136.1,-24.6,-24.6
35.80,5134.8,-24.6,-24.6
35.85,5133.6,-24.6,-24.6
35.90,5132.4,-24.6,-24.6
35.95,5131.1,-24.6,-24.6
36.00,5129.9,-24.6,-24.6
36.05,5128.7,-24.6,-24.6
36.10,5127.5,-24.6,-24.6
36.15,5126.2,-24.6,-24.6
36.20,5125.0,-24.6,-24.6
36.25,5123.8,-24.6,-24.6
36.30,5122.5,-24.6,-24.6
36.35,5121.3,-24.6,-24.6
36.40,5120.1,-24.6,-24.6
36.45,5118.8,-24.6,-24.6
36.50,5117.6,-24.6,-24.6
36.55,5116.4,-24.6,-24.6
36.60,5115.2,-24.6,-24.6
36.65,5113.9,-24.6,-24.6
36.70,5112.7,-24.6,-24.6
36.75,5111.5,-24.6,-24.6
36.80,5110.2,-24.6,-24.6
36.85,5109.0,-24.6,-24.6
36.90,5107.8,-24.6,-24.6
36.95,5106.5,-24.6,-24.6
37.00,5105.3,-24.6,-24.6
37.05,5104.1,-24.6,-24.6
37.10,5102.9,-24.6,-24.6
37.15,5101.6,-24.6,-24.6
37.20,5100.4,-24.6,-24.6
37.25,5099.1,-24.6,-24.6
37.30,5097.9,-24.6,-24.6
37.35,5096.7,-24.6,-24.6
37.40,5095.5,-24.6,-24.6
37.45,5094.2,-24.6,-24.6
37.50,5093.0,-24.6,-24.6
37.55,5091.8,-24.6,-24.6
37.60,5090.6,-24.6,-24.6
37.65,5089.3,-24.6,-24.6
37.70,5088.1,-24.6,-24.6
37.75,5086.8,-24.6,-24.6
37.80,5085.6,-24.6,-24.6
37.85,5084.4,-24.6,-24.6
37.90,5083.2,-24.6,-24.6
37.95,5081.9,-24.6,-24.6
38.00,5080.7,-24.6,-24.6
38.05,5079.5,-24.6,-24.6
38.10,5078.2,-24.6,-24.6
38.15,5077.0,-24.6,-24.6
38.20,5075.8,-24.6,-24.6
38.25,5074.5,-24.6,-24.6
38.30,5073.3,-24.6,-24.6
38.35,5072.1,-24.6,-24.6
38.40,5070.9,-24.6,-24.6
38.45,5069.6,-24.6,-24.6
38.50,5068.4,-24.6,-24.6
38.55,5067.2,-24.6,-24.6
38.60,5065.9,-24.6,-24.6
38.65,5064.7,-24.6,-24.6
38.70,5063.5,-24.6,-24.6
38.75,5062.2,-24.6,-24.6
